points,title,description,taster_name,taster_twitter_handle,taster_photo,price,designation,variety,region_1,region_2,province,country,winery
89,Gremillet NV Sélection Brut  (Champagne),"This ripe and creamy wine offers fruitiness balanced by a full mousse and cut with acidity. Dominated by Pinot Noir, it displays the richness typical of the southern Aube vineyards. Drink this bottling now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,39,Sélection Brut,Champagne Blend,Champagne,,Champagne,France,Gremillet
89,Hearst Ranch 2015 The Pergola Petite Sirah (Paso Robles),"A shade lighter than most Petite Sirahs, this bottling offers dried strawberry, black plum and fresh flowers on the nose. The palate surrounds a core of black and red-plum fruits and is laced with peppery spices, proving light on its feet. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,32,The Pergola,Petite Sirah,Paso Robles,Central Coast,California,US,Hearst Ranch
89,I Capitani 2014 Emè Red (Irpinia),"This opens with subdued aromas of dark-skinned fruit, vanilla and baking spice. The concentrated palate offers ripe black plum, star anise and tobacco alongside fine-grained tannins. Drink through 2024. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,,Emè,Red Blends,Irpinia,,Southern Italy,Italy,I Capitani
89,Jean-Max Roger 2017 Les Caillottes  (Sancerre),"This wine needs aging. Its tight texture, although rich, is also taut and mineral. With herbal acidity and a tangy aftertaste, it shows excellent potential. Drink from 2019. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,29,Les Caillottes,Sauvignon Blanc,Sancerre,,Loire Valley,France,Jean-Max Roger
89,Joseph Jewell 2015 Bucher Vineyard Pinot Noir (Russian River Valley),"Earthy in black tea and leather, this tastes of smoky oak and dried cherry and strawberry, its texture smooth and silky. Exotic in an edginess of citrus, it finishes with a grip of tannin. ",Virginie Boone,@vboone,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Virgine_Boone_300x450.jpg,50,Bucher Vineyard,Pinot Noir,Russian River Valley,Sonoma,California,US,Joseph Jewell
89,Krone 2015 Twee Jonge Gezellen Borealis Vintage Cuvée Brut Méthode Cap Classique Sparkling (Western Cape),"Made from 60% Chardonnay and 40% Pinot Noir, there's a pleasant chalkiness to the nose of this wine, supported by scents of pressed yellow flowers, apple blossom, hay and dried orange peel. The palate is bright and vibrant, with great tension and high acidity that lends a superb freshness through the close and dances delicately with a bread crust counterpoint. ",Lauren Buzzeo,@laurbuzz,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Lauren_Buzzeo_300x450.jpg,20,Twee Jonge Gezellen Borealis Vintage Cuvée Brut Méthode Cap Classique,Sparkling Blend,,,Western Cape,South Africa,Krone
89,Losada 2016 Mencía (Bierzo),"Spicy berry, oak, vanilla and schist aromas introduce a crisp palate with resiny oak. Dark plum and raspberry flavors are bolstered by oaky notes, while this tastes dark and chocolaty on a finish with fresh acidity and scratchy tannins. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,24,,Mencía,Bierzo,,Northern Spain,Spain,Losada
89,Marqués de la Concordia 2014 Federico Paternina Reserva  (Rioja),"Up-front aromas of cedary oak, vanilla and spice provide framing for riper berry scents. A full palate with piping acidity is cut by creamy oak, while this tastes of red plum, currant, tobacco, savory spices and vanilla. Although a bit ripe and soupy in structure, this is a classic-style Rioja to drink now. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,19,Federico Paternina Reserva,Tempranillo,Rioja,,Northern Spain,Spain,Marqués de la Concordia
89,Max Ferd. Richter 2016 Richter Estate Riesling (Mosel),"This is a juicy, off-dry wine showcasing a bounty of ripe white-grapefruit and pineapple flavors. It's easy-drinking and quaffable, with a refreshing tonic finish. Enjoy now–2020. ",Anna Lee C. Iijima,@annaleeiijima,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2015/10/Anna_Lee_Iijima_Bio_300x450.jpg,19,Richter Estate,Riesling,,,Mosel,Germany,Max Ferd. Richter
89,Newton 2015 Unfiltered Cabernet Sauvignon (Napa Valley),"This sources from multiple appellations, combining grapes into a cohesive unit of deep richness and dusty mineral. The richness takes form in flavours of chocolate-covered-cherries and currants, with accents of graphite and dried herb. ",Virginie Boone,@vboone,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Virgine_Boone_300x450.jpg,59,Unfiltered,Cabernet Sauvignon,Napa Valley,Napa,California,US,Newton
89,Perinet 2015 1194 Red (Priorat),"From the opening gun, this is overtly and massively ripe, hence it smells of maple, raisin and prune along with crème de cassis liqueur. A heavyweight from front to back, this tastes of brandied black fruits, chocolate cake, clove and other baking spices. An unctuous finish is the opposite of light and dainty. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,130,1194,Red Blends,Priorat,,Catalonia,Spain,Perinet
89,Scarpa 2012 Tettimora  (Barolo),"Underbrush, pressed rose, truffle and leather are some of the aromas you'll find on this medium-bodied red. The already rather approachable palate offers dried cherry, clove and roasted coffee bean alongside fine-grained but rather drying tannins. Drink after 2020. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,100,Tettimora,Nebbiolo,Barolo,,Piedmont,Italy,Scarpa
89,Schlumberger Wein- und Sektkellerei 2016 Jahrgang Brut Klassik Sparkling (Österreichischer Sekt),"Apart from the fine spray of fizz, this nose might pass as that of fresh fruit juice, so vivid are the notes of Mirabelle plum and yellow apple. The palate is more vinous, with a smooth backdrop of yeast and generous dosage. This is easy, dry and fruit driven, but very fresh. ",Anne Krebiehl MW,@AnneInVino,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Anne_Krebiehl_300x450.jpg,25,Jahrgang Brut Klassik,Sparkling Blend,,,Österreichischer Sekt,Austria,Schlumberger Wein- und Sektkellerei
89,Sierra Cantabria 2014 Crianza  (Rioja),"Aromas of barrel spice, baking spice and earthy plum form an inviting nose. This is chewy and full on the palate, with good balance. Roasted berry, spiced plum, baking spice and clove flavors close up shop on an edgy finish, with popping acidity and residual roasted notes. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,19,Crianza,Tempranillo,Rioja,,Northern Spain,Spain,Sierra Cantabria
89,Steininger 2016 Grüner Veltliner (Österreichischer Sekt),"A shy nose gives off just a little carbon dioxide from the fizz. The substantial palate, however, shows lots of yeasty roundness. This is mild but full bodied and leaves a long impression of lees and grapy freshness. Just a little pepper tingles on the finish of this Grüner Veltliner-based Sekt. ",Anne Krebiehl MW,@AnneInVino,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Anne_Krebiehl_300x450.jpg,32,,Grüner Veltliner,,,Österreichischer Sekt,Austria,Steininger
89,Stolo 2016 Estate Pinot Noir (San Luis Obispo County),"Polished aromas of raspberry sorbet meet with sumac, cinnamon and a very strong pine-oil element on the nose of this bottling. Red-cherry fruit shows on the sip alongside woody flavors of juniper and forest floor. ",Matt Kettmann,@mattkettmann,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Matt_Kettman_300x450.jpg,42,Estate,Pinot Noir,San Luis Obispo County,Central Coast,California,US,Stolo
89,Travaglini 2014  Gattinara,"Aromas of coconut, dark-skinned berry and exotic spice come together on this. The taut linear palate offers dried cherry, star anise, sage and a hint of espresso alongside brisk acidity and tight close-grained tannins that grip the close. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,30,,Nebbiolo,Gattinara,,Piedmont,Italy,Travaglini
89,Vall Llach 2015 Idus Red (Priorat),"Berry scented candle and baking-spice aromas comprise an exotic nose. On the palate, this is as soft as a goose-feather mattress, with very little notable acidity or lift. Deeply ripe and baked black-fruit flavors taste of cassis and blueberry on a thick finish. Drink through 2020. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,50,Idus,Cariñena-Garnacha,Priorat,,Catalonia,Spain,Vall Llach
89,Vokel 2016 Pinot Noir (Russian River Valley),"Thick and intensely ripe, this appellation red is hearty and substantial on the palate, a richly interwoven mix of dried herb, strawberry and cola. ",Virginie Boone,@vboone,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Virgine_Boone_300x450.jpg,70,,Pinot Noir,Russian River Valley,Sonoma,California,US,Vokel
87,Cana's Feast 2014 Destiny Ridge Vineyard Syrah (Columbia Valley (WA)),"Jammy raspberry and other red fruit aromas are followed by full-bodied, supple red and blue fruit flavors that linger on the finish. The tannins give a gentle squeeze. ",Sean P. Sullivan,@wawinereport,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Sean_Sullivan_300x450.jpg,32,Destiny Ridge Vineyard,Syrah,Columbia Valley (WA),Columbia Valley,Washington,US,Cana's Feast
87,Cavatappi 2014 Molly's Cuvée Sangiovese (Columbia Valley (WA)),"This wine is a blend of fruit from esteemed Boushey, Red Willow and Alder Ridge vineyards. Aromas of sour cherry, herb and spice are followed by tart, bright fruit flavors backed by a firm lick of tannins. ",Sean P. Sullivan,@wawinereport,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Sean_Sullivan_300x450.jpg,18,Molly's Cuvée,Sangiovese,Columbia Valley (WA),Columbia Valley,Washington,US,Cavatappi
87,Château de la Viaudière NV Brut Sparkling (Crémant de Loire),"This attractive wine offers spicy fruit as well as crisp acidity. Its three years on the lees and the ripe, creamy Chardonnay contribute to the smoothness. A cut of acidity at the end gives welcome lift. Drink now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,25,Brut,Sparkling Blend,Crémant de Loire,,Loire Valley,France,Château de la Viaudière
87,Château Moncontour NV Brut Rosé Sparkling (Crémant de Loire),"Aged for at least 12 months on its lees, this red-fruit-flavored wine is attractive and crisp. It has a lightly tannic edge as well as plenty of acidity and freshness. It is ready to drink. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,18,Brut Rosé,Sparkling Blend,Crémant de Loire,,Loire Valley,France,Château Moncontour
87,Coelho 2016 Coelho Estates Pinot Noir (Willamette Valley),"Done in a lighter style that might compare to some dry Portuguese reds, this offers tart cranberry fruit with ample, stiff tannins. A small percentage of new oak adds a hint of spice, and the tannins are backed with herbal highlights. ",Paul Gregutt,@paulgwine,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Paul_Greggutt_300x450.jpg,25,Coelho Estates,Pinot Noir,Willamette Valley,Willamette Valley,Oregon,US,Coelho
87,Cruzat NV Brut Método Tradicional  (Luján de Cuyo),"Aromas of brioche and white fruit struggle with freshness but succeed as a whole. A straightforward palate is solid, while this brut tastes of ripe apple and pear. A mild finish displays moderate depth and a hint of complexity. ",Michael Schachner,@wineschach,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Michael_Schachner_300x450.jpg,15,Brut Método Tradicional,Champagne Blend,Luján de Cuyo,,Mendoza Province,Argentina,Cruzat
87,Domaine Vincent Carême NV Tania & Vincent Carême Cuvée T Brut  (Vouvray),"As crisp as possible with delicious apple flavors and a bubbly mousse, this wine is dry while also having a light honey character. It is perfumed, fruity and ready to drink. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,25,Tania & Vincent Carême Cuvée T Brut,Chenin Blanc,Vouvray,,Loire Valley,France,Domaine Vincent Carême
87,Donnachiara 2015  Taurasi,"This inky colored wine has subdued aromas evoking blackberry jam, ground pepper, eucalyptus and a whiff of woodshop. The dense, monolithic palate offers dried black cherry, bitter prune, star anise, oak and roasted coffee bean alongside grainy tannins that leave an astringent, drying finish. You'll also get a green note of powdered sage. Give the tannins another few years to soften, then drink to capture the remaining fruit and freshness. ",Kerin O’Keefe,@kerinokeefe,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/kerin_O_Keefe_300x450.jpg,35,,Aglianico,Taurasi,,Southern Italy,Italy,Donnachiara
87,Fournier Père et Fils 2017 Les Belles Vignes Rosé (Sancerre),"This is a light, poised and deliciously fruity wine. With crisp red-berry flavors and a citrus edge, it is refreshing and bright, ready to drink now. ",Roger Voss,@vossroger,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/RogerVoss_CreditAlainBenoit_300x450.jpg,27,Les Belles Vignes,Rosé,Sancerre,,Loire Valley,France,Fournier Père et Fils
87,Fowles Wine NV Ginger Prince Sparkling Rosé (Victoria),"Nearly incandescent, the bright red-berry color of this bubbly is hard not to like. The nose is as ripe as you'd expect from the hue, with plush watermelon and strawberry aromas. The palate offers a touch of sweetness, with juicy fruit flavors supported by a full body. ",Christina Pickard,@ckpickard,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2019/11/Christina_Pickard_300x450.jpg,25,Ginger Prince Sparkling,Rosé,Victoria,,Victoria,Australia,Fowles Wine
87,Friedrich-Wilhelm-Gymnasium 2017 Fritz Willi Trocken Riesling (Mosel),"Hints of fresh green herb, slate and yellow apple perfume the nose of this zippy, dry wine. The palate offers pristine flavors of green plum and white grapefruit, with a slightly tart, cutting feel. This is a refreshingly light-bodied wine to enjoy now–2022. ",Anna Lee C. Iijima,@annaleeiijima,https://253qv1sx4ey389p9wtpp9sj0-wpengine.netdna-ssl.com/wp-content/uploads/2015/10/Anna_Lee_Iijima_Bio_300x450.jpg,17,Fritz Willi Trocken,Riesling,,,Mosel,Germany,Friedrich-Wilhelm-Gymnasium
